BOOK,X,Y,FACET,TEXT
Serpent's Hold (Felucca),2945,3403,fel,Serpent's Hold Docks (North)
Serpent's Hold (Felucca),2994,3440,fel,Serpent's Hold Healer
Serpent's Hold (Felucca),2888,3502,fel,Silver Serpent Tailors
Serpent's Hold (Felucca),2909,3496,fel,Serpent's Hold Meats
Serpent's Hold (Felucca),2912,3517,fel,Serpent's Hold Stablery (West)
Serpent's Hold (Felucca),3042,3462,fel,Serpent's Hold Stablery (East)
Serpent's Hold (Felucca),3005,3360,fel,Serpent's Spells
Serpent's Hold (Felucca),3054,3408,fel,Serpent Warrior's
Serpent's Hold (Felucca),3053,3376,fel,Silver Serpent Bows
Serpent's Hold (Felucca),3016,3386,fel,Supplies
Serpent's Hold (Felucca),2931,3512,fel,Tinker of the Isle
Serpent's Hold (Felucca),2979,3379,fel,Town Gate
Serpent's Hold (Felucca),3031,3386,fel,Training Grounds
Serpent's Hold (Felucca),3027,3360,fel,Warrior's Guild
Delucia (Felucca),591,2572,fel,Barely Inn
Delucia (Felucca),588,2504,fel,Delucia Healer
Delucia (Felucca),691,2509,fel,Delucia Stables
Delucia (Felucca),619,2540,fel,Delucia Tailor
Delucia (Felucca),678,2494,fel,Hut of Magics
Delucia (Felucca),603,2532,fel,Supply Depot
Delucia (Felucca),539,2572,fel,Trinsic Pass
Delucia (Felucca),698,2484,fel,Watch Gates (East)
Delucia (Felucca),594,2460,fel,Watch Gates (North)
Delucia (Felucca),661,2451,fel,Watch Tower and Keep
Delucia (Felucca),657,2500,fel,Ye Olde Eleventh Bank
Delucia (Felucca),615,2520,fel,Zoot's Hammer
Nujel'm (Trammel),3768,1313,tra,Bank of Nujelm
Nujel'm (Trammel),3743,1207,tra,Bardic Guild
Nujel'm (Trammel),3724,1351,tra,Chessboard
Nujel'm (Trammel),3776,1196,tra,Counselor's Guild
Nujel'm (Trammel),3720,1224,tra,Customs
Nujel'm (Trammel),3720,1380,tra,Debtor's Prison
Nujel'm (Trammel),3778,1176,tra,Jewel of the Isle
Nujel'm (Trammel),3784,1231,tra,Mystical Spirits
Nujel'm (Trammel),3551,1186,tra,Nujelm Blacksmith
Nujel'm (Trammel),3551,1194,tra,Nujelm Bowry
Nujel'm (Trammel),3554,1175,tra,Nujelm Butcher
Nujel'm (Trammel),3535,1153,tra,Nujel'm Cemetery
Nujel'm (Trammel),3732,1394,tra,Nujel'm Court
Nujel'm (Trammel),3560,1173,tra,Nujel'm Marketplace
Nujel'm (Trammel),3703,1279,tra,Nujel'm Palace
Nujel'm (Trammel),3551,1178,tra,Nujelm Tannery
Nujel'm (Trammel),3752,1239,tra,Nujel'm Theater
Nujel'm (Trammel),3785,1096,tra,Prism of Light
Nujel'm (Trammel),3554,1199,tra,Public Smithing
Nujel'm (Trammel),3741,1314,tra,Restful Slumber
Nujel'm (Trammel),3704,1213,tra,Seaborne Ships
Nujel'm (Trammel),3748,1256,tra,Silver Bow
Nujel'm (Trammel),3784,1265,tra,Tailor of the Isle
Nujel'm (Trammel),3658,1203,tra,Town Gate
Buccaneer's Den (Trammel),2732,2192,tra,A Place Fer Yer Stuff
Buccaneer's Den (Trammel),2719,2185,tra,Black Market Merchant
Buccaneer's Den (Trammel),2706,2152,tra,Blood Scab
Buccaneer's Den (Trammel),2666,2096,tra,Buccaneer's Bath
Buccaneer's Den (Trammel),2743,2168,tra,Buccaneer's Den Docks
Buccaneer's Den (Trammel),2712,2178,tra,Buccaneer's Den Leatherworks
Buccaneer's Den (Trammel),2634,2088,tra,Cutlass Smithing
Buccaneer's Den (Trammel),2728,2135,tra,Gate to the Mainland
Buccaneer's Den (Trammel),2714,2104,tra,Peg Leg Inn
Buccaneer's Den (Trammel),2664,2192,tra,Pirate's Den
Buccaneer's Den (Trammel),2688,2232,tra,Pirate's Plunder
Buccaneer's Den (Trammel),2744,2248,tra,Pirate's Provisioners
Buccaneer's Den (Trammel),2685,2063,tra,Underpass
Buccaneer's Den (Trammel),2632,2102,tra,Violente Woodworks
2000-2200 Malas,2003,223,mal,"2000, 200"
2000-2200 Malas,2000,300,mal,"2000, 300"
2000-2200 Malas,2001,392,mal,"2000, 400"
2000-2200 Malas,2000,500,mal,"2000, 500"
2000-2200 Malas,2000,600,mal,"2000, 600"
2000-2200 Malas,2000,719,mal,"2000, 700"
2000-2200 Malas,2000,800,mal,"2000, 800"
2000-2200 Malas,2000,868,mal,"2000, 900"
2000-2200 Malas,2000,1126,mal,"2000, 1100"
2000-2200 Malas,2000,1200,mal,"2000, 1200"
2000-2200 Malas,2000,1423,mal,"2000, 1400"
2000-2200 Malas,2000,1500,mal,"2000, 1500"
2000-2200 Malas,2000,1700,mal,"2000, 1700"
2000-2200 Malas,2100,200,mal,"2100, 200"
2000-2200 Malas,2100,300,mal,"2100, 300"
2000-2200 Malas,2101,392,mal,"2100, 400"
2000-2200 Malas,2100,500,mal,"2100, 500"
2000-2200 Malas,2105,600,mal,"2100, 600"
2000-2200 Malas,2100,700,mal,"2100, 700"
2000-2200 Malas,2100,1100,mal,"2100, 1100"
2000-2200 Malas,2100,1200,mal,"2100, 1200"
2000-2200 Malas,2100,1426,mal,"2100, 1400"
2000-2200 Malas,2100,1505,mal,"2100, 1500"
2000-2200 Malas,2100,1600,mal,"2100, 1600"
2000-2200 Malas,2100,1695,mal,"2100, 1700"
2000-2200 Malas,2100,1800,mal,"2100, 1800"
2000-2200 Malas,2200,118,mal,"2200, 100"
2000-2200 Malas,2201,186,mal,"2200, 200"
2000-2200 Malas,2200,300,mal,"2200, 300"
2000-2200 Malas,2200,400,mal,"2200, 400"
2000-2200 Malas,2200,505,mal,"2200, 500"
2000-2200 Malas,2200,588,mal,"2200, 600"
2000-2200 Malas,2200,700,mal,"2200, 700"
2000-2200 Malas,2200,1100,mal,"2200, 1100"
2000-2200 Malas,2200,1200,mal,"2200, 1200"
2000-2200 Malas,2200,1320,mal,"2200, 1300"
2000-2200 Malas,2200,1400,mal,"2200, 1400"
2000-2200 Malas,2200,1510,mal,"2200, 1500"
2000-2200 Malas,2200,1700,mal,"2200, 1700"
Malas Secret Locations (Malas),1554,172,mal,Malas Secret Area 1
Malas Secret Locations (Malas),1019,1062,mal,Malas Secret Area 2
Malas Secret Locations (Malas),1214,1313,mal,Malas Secret Area 3
Malas Secret Locations (Malas),1061,1161,mal,Malas Secret Area 4
Malas Secret Locations (Malas),1076,1244,mal,Malas Secret Area 5
Malas Secret Locations (Malas),1201,1554,mal,Malas Secret Area 6
Malas Secret Locations (Malas),1006,994,mal,Malas Secret Area 7
Malas Secret Locations (Malas),2333,1501,mal,Malas Secret Area 8
Malas Secret Locations (Malas),1183,462,mal,Malas Secret Area 9
Comprehensive Guild to Ilshenar Vol. 1,1111,744,ils,Central Ilshenar Swamp
Comprehensive Guild to Ilshenar Vol. 1,1249,734,ils,Savage Clan Settlement
Comprehensive Guild to Ilshenar Vol. 1,1113,651,ils,Juka Site
Comprehensive Guild to Ilshenar Vol. 1,1130,531,ils,Ridgeback Ponds
Comprehensive Guild to Ilshenar Vol. 1,1043,581,ils,Meer Catacombs
Comprehensive Guild to Ilshenar Vol. 1,1054,523,ils,Savage Camp
Comprehensive Guild to Ilshenar Vol. 1,1105,401,ils,Gargoyale Temple
Comprehensive Guild to Ilshenar Vol. 1,621,811,ils,Ratman Lair
Comprehensive Guild to Ilshenar Vol. 1,562,814,ils,Humility Mage Caravan
Comprehensive Guild to Ilshenar Vol. 1,505,814,ils,Meteor Crater go South
Comprehensive Guild to Ilshenar Vol. 1,505,814,ils,Humility Champ Spawn
Comprehensive Guild to Ilshenar Vol. 1,347,886,ils,Humility Graveyard
Comprehensive Guild to Ilshenar Vol. 1,595,950,ils,Resurrection Stone
Comprehensive Guild to Ilshenar Vol. 1,662,929,ils,Ankh Dungeon (North)
Comprehensive Guild to Ilshenar Vol. 1,575,1151,ils,Ankh Dungeon (South)
Comprehensive Guild to Ilshenar Vol. 1,567,1140,ils,Abandoned Tower
Comprehensive Guild to Ilshenar Vol. 1,422,1188,ils,Nox Tereg
Comprehensive Guild to Ilshenar Vol. 1,366,1141,ils,Undead Fort
Comprehensive Guild to Ilshenar Vol. 1,315,1332,ils,Lizard Passage
Comprehensive Guild to Ilshenar Vol. 1,286,1331,ils,Lizardman Village
Comprehensive Guild to Ilshenar Vol. 1,226,1336,ils,Ancient Wyrm's Lair
Comprehensive Guild to Ilshenar Vol. 1,413,1378,ils,Abandoned Tower
Comprehensive Guild to Ilshenar Vol. 1,315,1442,ils,Elemental Canyon
Comprehensive Guild to Ilshenar Vol. 1,348,1429,ils,Ki-Rin Passage
Comprehensive Guild to Ilshenar Vol. 1,11,875,ils,Ankh Dungeon (Ki-Rin Passage)
Comprehensive Guild to Ilshenar Vol. 1,364,1429,ils,Resurrection Tree
Comprehensive Guild to Ilshenar Vol. 1,424,1433,ils,Dead Forest
Comprehensive Guild to Ilshenar Vol. 1,652,1303,ils,Wisp Dungeon
Comprehensive Guild to Ilshenar Vol. 1,825,1212,ils,Mistas Mage Caravan
Comprehensive Guild to Ilshenar Vol. 1,786,1136,ils,Mistas Regsit
Comprehensive Guild to Ilshenar Vol. 1,817,1124,ils,Mistas
Comprehensive Guild to Ilshenar Vol. 1,897,999,ils,Mistas Dam
Comprehensive Guild to Ilshenar Vol. 1,811,876,ils,Serpentine Passage
Comprehensive Guild to Ilshenar Vol. 1,455,1562,ils,Serpentine Dragon Lair
Comprehensive Guild to Ilshenar Vol. 1,394,1581,ils,Ankh Dungeon (Serpentine Dragon Lair)
Comprehensive Guild to Ilshenar Vol. 1,857,1315,ils,Cyclops Passage
Comprehensive Guild to Ilshenar Vol. 1,907,1284,ils,Cyclopese's Pyramid
Comprehensive Guild to Ilshenar Vol. 1,907,1361,ils,Cyclops Dungeon
Comprehensive Guild to Ilshenar Vol. 1,956,930,ils,Justice Bank Caravan
Comprehensive Guild to Ilshenar Vol. 1,1100,957,ils,Healer's Grove
Comprehensive Guild to Ilshenar Vol. 1,1197,1044,ils,Giant Yew Tree
Comprehensive Guild to Ilshenar Vol. 1,1255,976,ils,Bet-Lem Reg
Comprehensive Guild to Ilshenar Vol. 1,1077,1147,ils,Ratman Village
Comprehensive Guild to Ilshenar Vol. 1,1032,1151,ils,Ratman Mine
Comprehensive Guild to Ilshenar Vol. 1,1249,1509,ils,Ratman Mine Level 2
Comprehensive Guild to Ilshenar Vol. 1,1203,1135,ils,Lakeshire
Comprehensive Guild to Ilshenar Vol. 1,1132,1232,ils,Brigand Tower
Comprehensive Guild to Ilshenar Vol. 1,1315,1316,ils,Sheep Farm
Halloween ??? Treasures of the Sorcerer???s Dungeon,538,457,ils,Keir the Researcher
Halloween ??? Treasures of the Sorcerer???s Dungeon,331,28,ils,Nightmare Fairy
Halloween ??? Treasures of the Sorcerer???s Dungeon,305,20,ils,Jack in the Box
Halloween ??? Treasures of the Sorcerer???s Dungeon,276,24,ils,Headless Elf
Halloween ??? Treasures of the Sorcerer???s Dungeon,236,46,ils,Abominable Snowman
Halloween ??? Treasures of the Sorcerer???s Dungeon,267,81,ils,Twisted Holiday Tree
Halloween ??? Treasures of the Sorcerer???s Dungeon,156,26,ils,Rabid Reindeer
Halloween ??? Treasures of the Sorcerer???s Dungeon,66,54,ils,Garish Gingerman
Halloween ??? Treasures of the Sorcerer???s Dungeon,159,59,ils,Stocking Serpent
Halloween ??? Treasures of the Sorcerer???s Dungeon,316,83,ils,Jack the Pumpkin King
Halloween ??? Treasures of the Sorcerer???s Dungeon,1181,2637,tra,Fey Wrath
Halloween ??? Treasures of the Sorcerer???s Dungeon,1178,2638,fel,Fel Fey Wrath
Halloween ??? Treasures of the Sorcerer???s Dungeon,499,1609,ter,Kotl City Ruins
Halloween ??? Treasures of the Sorcerer???s Dungeon,4111,434,tra,Undead Lords
Halloween ??? Treasures of the Sorcerer???s Dungeon,4111,435,fel,Fel Undead Lords
Monster Guide B-C,627,2182,tra,Bone Magi
Monster Guide B-C,2386,836,tra,Bone Swordslinger
Monster Guide B-C,999,627,mal,Bound Soul*
Monster Guide B-C,891,1683,tra,Brigand
Monster Guide B-C,2042,218,tra,Brigand Cannibal
Monster Guide B-C,2042,218,tra,Brigand Cannibal Mage
Monster Guide B-C,1032,1156,ils,Bronze Elemental
Monster Guide B-C,966,1538,tra,Bulbous Putrification
Monster Guide B-C,0,0,tra,Burning Mage
Monster Guide B-C,0,0,tra,Cave Troll
Monster Guide B-C,442,1557,ils,Centaur
Monster Guide B-C,1894,142,ils,Champion
Monster Guide B-C,1447,1469,ils,Changling
Monster Guide B-C,813,763,ils,Chaos Daemon
Monster Guide B-C,823,1034,ils,Chaos Dragoon
Monster Guide B-C,859,1045,ils,Chaos Dragoon Elite
Monster Guide B-C,0,0,tra,Chaos Vortex
Monster Guide B-C,999,627,mal,Chest Guardian*
Monster Guide B-C,866,3575,ter,Chicken Lizard
Monster Guide B-C,770,1629,tra,Chiikkaha the Toothed
Monster Guide B-C,966,1536,tra,Chief Paroxysmus
Monster Guide B-C,0,0,fel,Clan Chitter Assistant
Monster Guide B-C,0,0,fel,Clan Chitter Tinkerer
Monster Guide B-C,0,0,fel,Clan Scratch Henchrat
Monster Guide B-C,0,0,fel,Clan Scratch Savage Wolf
Monster Guide B-C,0,0,fel,Clan Scratch Scrounger
Monster Guide B-C,0,0,fel,Clan Ribbon Courtier
Monster Guide B-C,0,0,fel,Clan Ribbon Plague Rat
Monster Guide B-C,0,0,fel,Clan Ribbon Supplicant
Monster Guide B-C,0,0,tra,Clay Golem
Monster Guide B-C,946,639,ils,Clockwork Exodus
Monster Guide B-C,0,0,fel,Clockwork Scorpion
Monster Guide B-C,999,627,mal,Cold Drake*
Monster Guide B-C,3894,212,tra,Cold Steed
Monster Guide B-C,813,777,ils,Controller
Monster Guide B-C,1032,1156,ils,Copper Elemental
Monster Guide B-C,3785,1096,tra,Corporeal Brume
Monster Guide B-C,389,1603,tra,Corpser
Monster Guide B-C,966,1536,tra,Corrosive Slime
Monster Guide B-C,2386,836,tra,Corrupted Wyvern
Monster Guide B-C,2386,836,tra,Covetous Revenant
Monster Guide B-C,2386,836,tra,Covetous Wyrm
Monster Guide B-C,0,0,tra,Crazed Mage
Monster Guide B-C,999,627,mal,Crimson Dragon*
Monster Guide B-C,3785,1096,tra,Crystal Daemon
Monster Guide B-C,1434,604,mal,Crystal Elemental
Monster Guide B-C,3785,1096,tra,Crystal Hydra
Monster Guide B-C,3785,1096,tra,Crystal Lattice Seeker
Going Gumshoe (Quest),1664,1609,tra,Town Crier
Going Gumshoe (Quest),1675,1601,tra,Detective Branch
Going Gumshoe (Quest),1385,1445,tra,Grave Digger
Going Gumshoe (Quest),2784,866,tra,Vesper Cemetery
Going Gumshoe (Quest),4548,1336,tra,Moonglow Cemetery
Going Gumshoe (Quest),727,1137,tra,Yew Cemetery
Going Gumshoe (Quest),1196,1779,tra,Sage Humbolt
Going Gumshoe (Quest),1358,2257,tra,Khaldun
The Collector's Quest (Quest),3500,2564,tra,Elwood McCarrin
The Collector's Quest (Quest),3520,2607,tra,Dock
The Collector's Quest (Quest),2902,710,tra,Alberta Giacco
The Collector's Quest (Quest),1448,1557,tra,Gabriel Piete
The Collector's Quest (Quest),1452,1598,tra,Britian Impresario
The Collector's Quest (Quest),1438,4011,tra,Jhelom Impresario
The Collector's Quest (Quest),3740,1236,tra,Nujel'm Impresario
The Collector's Quest (Quest),1842,2679,tra,Tomas O'Neerlan
Yew (Felucca),657,822,fel,Abbey Bank
Yew (Felucca),614,821,fel,Abbey Inn
Yew (Felucca),576,1009,fel,Bloody Thumb Woodworks
Yew (Felucca),303,761,fel,Britannia Prison
Yew (Felucca),616,984,fel,Counselor's Guild
Yew (Felucca),373,904,fel,Court of Truth
Yew (Felucca),648,1090,fel,Deep Forest Healing
Yew (Felucca),636,856,fel,Empath Abbey
Yew (Felucca),618,1152,fel,Great Oak Bowyer
Yew (Felucca),626,1040,fel,Great Oak Vessels
Yew (Felucca),544,970,fel,Healer of Yew
Yew (Felucca),534,994,fel,Heartwood Entrance
Yew (Felucca),556,1000,fel,Jolly Baker
Yew (Felucca),665,1192,fel,Sheep Farm
Yew (Felucca),563,976,fel,Sturdy Bow
Yew (Felucca),520,986,fel,Tanned Hide
Yew (Felucca),624,886,fel,Ye Olde Winery
Yew (Felucca),723,1136,fel,Yew Cemetery
Yew (Felucca),974,762,fel,Yew Crypts
Yew (Felucca),521,806,fel,Yew Docks
Yew (Felucca),544,1008,fel,Yew's Finest Cuts
Yew (Felucca),547,832,fel,Yew Mill
Minoc (Felucca),2506,560,fel,Bank of Minoc
Minoc (Felucca),2470,413,fel,Barnacle
Minoc (Felucca),2436,443,fel,Counselor's Guild
Minoc (Felucca),2470,569,fel,Forgery
Minoc (Felucca),2472,458,fel,Gears and Gadgets
Minoc (Felucca),2500,440,fel,Golden Pick Axe
Minoc (Felucca),2533,645,fel,Gypsy Camp
Minoc (Felucca),2576,603,fel,Healing Hand
Minoc (Felucca),2557,501,fel,Kendall Mines
Minoc (Felucca),2405,216,fel,Lost Lands Passage
Minoc (Felucca),2459,492,fel,Matewan
Minoc (Felucca),2585,529,fel,Miner Camp
Minoc (Felucca),2526,359,fel,Minoc Docks
Minoc (Felucca),2521,379,fel,Minoc Stables
Minoc (Felucca),2428,536,fel,Minoc Town Hall
Minoc (Felucca),2432,555,fel,Mystical Lute
Minoc (Felucca),2482,440,fel,New World Order
Minoc (Felucca),2440,94,fel,North Mines
Minoc (Felucca),2510,482,fel,Oak Throne
Minoc (Felucca),2459,432,fel,Old Miners' Supplies
Minoc (Felucca),2442,416,fel,Slaughtered Cow
Minoc (Felucca),2465,528,fel,Statues
Minoc (Felucca),2523,536,fel,Stretched Hide
Minoc (Felucca),2534,560,fel,Survival Shop
Minoc (Felucca),2525,578,fel,Warrior's Battle Gear
Trinsic (Trammel),1986,2846,tra,Adventurer's Clothing
Trinsic (Trammel),1880,2814,tra,Baked Delights
Trinsic (Trammel),1819,2825,tra,Bank of Brittania: Trinsic Branch
Trinsic (Trammel),1959,2695,tra,Barracks (East)
Trinsic (Trammel),1947,2691,tra,Barracks (North)
Trinsic (Trammel),1938,2694,tra,Barracks (West)
Trinsic (Trammel),2117,2754,tra,Barrier Isle
Trinsic (Trammel),1851,2800,tra,Brittania Provisions
Trinsic (Trammel),1942,2736,tra,Brotherhood of Trinsic
Trinsic (Trammel),1896,2842,tra,Counselor's Guild
Trinsic (Trammel),2080,2795,tra,East Trinsic Bridge
Trinsic (Trammel),1852,2709,tra,Encyclopedia Magicka
Trinsic (Trammel),2005,2814,tra,First Trinsic Stablery
Trinsic (Trammel),1933,2776,tra,Honorable Arms
Trinsic (Trammel),1850,2777,tra,Jail
Trinsic (Trammel),1942,2791,tra,Keg and Anchor
Trinsic (Trammel),1939,2701,tra,Mess Hall
Trinsic (Trammel),1835,2427,tra,Trinsic North Graveyard
Trinsic (Trammel),2002,2728,tra,Paladin's Library
Trinsic (Trammel),1901,2814,tra,Pearl of Trinsic
Trinsic (Trammel),745,2160,tra,Rangers' Guild
Trinsic (Trammel),2030,2813,tra,Rusty Anchor
Trinsic (Trammel),1899,2664,tra,Shining Path Armory
Trinsic (Trammel),2037,2843,tra,Sons of the Sea
Trinsic (Trammel),2002,2912,tra,South Gate
Trinsic (Trammel),1855,2688,tra,Tinkers Guild
Trinsic (Trammel),1977,2698,tra,Training Grounds
Trinsic (Trammel),1841,2744,tra,Travellers Inn
Trinsic (Trammel),1907,2681,tra,Trinsic City Stone
Trinsic (Trammel),2000,2888,tra,Trinsic Cut
Trinsic (Trammel),2056,2856,tra,Trinsic Docks
Trinsic (Trammel),1997,2864,tra,Trinsic Fine Skins
Trinsic (Trammel),1914,2813,tra,Trinsic Healer
Trinsic (Trammel),1912,2713,tra,Trinsic Meeting Hall
Trinsic (Trammel),1892,2775,tra,Trinsic Park
Trinsic (Trammel),1904,2686,tra,Trinsic Royal Bank
Trinsic (Trammel),1986,3198,tra,Trinsic South Graveyard
Trinsic (Trammel),1828,2743,tra,Trinsic Stablery
Trinsic (Trammel),2016,2753,tra,Trinsic Training Hall
Trinsic (Trammel),1477,2501,tra,Trinsic West Graveyard
Trinsic (Trammel),1840,2777,tra,West Trinsic Gate
West Britain (Trammel),1444,1670,tra,Artists' Guild
West Britain (Trammel),1440,1611,tra,Best Hides of Britain
West Britain (Trammel),1502,1689,tra,Blue Boar
West Britain (Trammel),1505,1576,tra,Britannia Animal Care
West Britain (Trammel),1360,1776,tra,Britain's Blacksmith Guild
West Britain (Trammel),1381,1494,tra,Britain Cemetery
West Britain (Trammel),1487,1758,tra,Britain Docks (East)
West Britain (Trammel),1439,1760,tra,Britain Docks (West)
West Britain (Trammel),1515,1552,tra,Bucking Horse Stables
West Britain (Trammel),1468,1676,tra,Britain's Premier Provisioners and Fish Shoppe
West Britain (Trammel),1420,1595,tra,Britain Public Library
West Britain (Trammel),1490,1638,tra,Britain Sewers
West Britain (Trammel),1523,1506,tra,Castle Blackthorn Dungeon
West Britain (Trammel),1432,1730,tra,Cat's Lair
West Britain (Trammel),1449,1728,tra,Cleaver
West Britain (Trammel),1505,1528,tra,Counselor's Guild
West Britain (Trammel),1480,1746,tra,Customs
West Britain (Trammel),1508,1662,tra,Ethereal Goods
West Britain (Trammel),1436,1693,tra,First Bank of Britain
West Britain (Trammel),1493,1724,tra,First Library of Britain
West Britain (Trammel),1460,1610,tra,Good Eats
West Britain (Trammel),1395,1748,tra,Gung Farmer's Bridge
West Britain (Trammel),1428,1546,tra,Hammer and Anvil
West Britain (Trammel),1480,1610,tra,Healer of Britain
West Britain (Trammel),1446,1654,tra,Heavy Metal Armorer
West Britain (Trammel),1441,1584,tra,King's Men Theater
West Britain (Trammel),1370,1584,tra,Lord's Arms
West Britain (Trammel),1470,1696,tra,Lord's Clothiers
West Britain (Trammel),1523,1506,tra,Lord Blackthorn's Castle
West Britain (Trammel),1361,1628,tra,Lord British's Castle
West Britain (Trammel),1454,1561,tra,Lord British's Conservatory of Music
West Britain (Trammel),1386,1664,tra,Lord British's Stables
West Britain (Trammel),1384,1608,tra,Lord British's Tailor
West Britain (Trammel),1472,1642,tra,Main Gate
West Britain (Trammel),1477,1600,tra,Merchants' Guild
West Britain (Trammel),1425,1584,tra,Miner's Guild
West Britain (Trammel),1474,1520,tra,North Side Inn
West Britain (Trammel),1424,1747,tra,Oaken Oar
West Britain (Trammel),1421,1634,tra,Poor Gate
West Britain (Trammel),1458,1683,tra,Premier Gems
West Britain (Trammel),1472,1584,tra,Quality Fletching
West Britain (Trammel),1433,1600,tra,Saw Horse
West Britain (Trammel),1488,1572,tra,Sorcerer's Delight
West Britain (Trammel),1304,1759,tra,Sosarian Steeds
West Britain (Trammel),1488,1586,tra,Strength and Steel
West Britain (Trammel),1500,1626,tra,Sweet Dreams Inn
West Britain (Trammel),1432,1656,tra,Tinkers' Guild
West Britain (Trammel),1342,1744,tra,Warriors' Guild
2100-2400 Felucca,2105,30,fel,"2100, 30"
2100-2400 Felucca,2100,100,fel,"2100, 100"
2100-2400 Felucca,2100,200,fel,"2100, 200"
2100-2400 Felucca,2118,300,fel,"2100, 300"
2100-2400 Felucca,2100,400,fel,"2100, 400"
2100-2400 Felucca,2100,501,fel,"2100, 500"
2100-2400 Felucca,2100,599,fel,"2100, 600"
2100-2400 Felucca,2100,700,fel,"2100, 700"
2100-2400 Felucca,2100,800,fel,"2100, 800"
2100-2400 Felucca,2100,900,fel,"2100, 900"
2100-2400 Felucca,2100,1000,fel,"2100, 1000"
2100-2400 Felucca,2100,2099,fel,"2100, 2100 Island"
2100-2400 Felucca,2100,2300,fel,"2100, 2300"
2100-2400 Felucca,2100,2388,fel,"2100, 2400"
2100-2400 Felucca,2100,3000,fel,"2100, 3000"
2100-2400 Felucca,2094,3100,fel,"2100, 3100"
2100-2400 Felucca,2100,3200,fel,"2100, 3200"
2100-2400 Felucca,2086,3302,fel,"2100, 3300"
2100-2400 Felucca,2101,3400,fel,"2100, 3400"
2100-2400 Felucca,2099,3600,fel,"2100, 3600"
2100-2400 Felucca,2192,181,fel,"2200, 200"
2100-2400 Felucca,2200,299,fel,"2200, 300"
2100-2400 Felucca,2200,500,fel,"2200, 500"
2100-2400 Felucca,2200,600,fel,"2200, 600"
2100-2400 Felucca,2201,664,fel,"2200, 700"
2100-2400 Felucca,2200,800,fel,"2200, 800"
2100-2400 Felucca,2200,900,fel,"2200, 900"
2100-2400 Felucca,2200,3400,fel,"2200, 3400"
2100-2400 Felucca,2317,52,fel,"2300, 50"
2100-2400 Felucca,2300,601,fel,"2300, 600"
2100-2400 Felucca,2300,700,fel,"2300, 700"
2100-2400 Felucca,2300,800,fel,"2300, 800"
2100-2400 Felucca,2300,899,fel,"2300, 900"
2100-2400 Felucca,2300,1000,fel,"2300, 1000"
2100-2400 Felucca,2300,1100,fel,"2300, 1100"
2100-2400 Felucca,2300,1200,fel,"2300, 1200"
2100-2400 Felucca,2300,1263,fel,"2300, 1300"
2100-2400 Felucca,2400,222,fel,"2400, 200"
2100-2400 Felucca,2400,700,fel,"2400, 700"
2100-2400 Felucca,2400,800,fel,"2400, 800"
2100-2400 Felucca,2400,927,fel,"2400, 900"
2100-2400 Felucca,2400,1000,fel,"2400, 1000"
2100-2400 Felucca,2400,1100,fel,"2400, 1100"
2100-2400 Felucca,2399,1200,fel,"2400, 1200"
2100-2400 Felucca,2400,1261,fel,"2400, 1300"
700-800 Felucca,700,637,fel,"700, 600"
700-800 Felucca,700,700,fel,"700, 700"
700-800 Felucca,700,800,fel,"700, 800"
700-800 Felucca,700,900,fel,"700, 900"
700-800 Felucca,700,1000,fel,"700, 1000"
700-800 Felucca,700,1100,fel,"700, 1100"
700-800 Felucca,700,1200,fel,"700, 1200"
700-800 Felucca,700,1300,fel,"700, 1300"
700-800 Felucca,700,1400,fel,"700, 1400"
700-800 Felucca,699,1500,fel,"700, 1500"
700-800 Felucca,704,1562,fel,"700, 1600"
700-800 Felucca,710,1700,fel,"700, 1700"
700-800 Felucca,715,1800,fel,"700, 1800"
700-800 Felucca,704,1900,fel,"700, 1900"
700-800 Felucca,725,2000,fel,"700, 2000"
700-800 Felucca,724,2100,fel,"700, 2100"
700-800 Felucca,720,2200,fel,"700, 2200"
700-800 Felucca,739,2300,fel,"700, 2300"
700-800 Felucca,800,435,fel,"800, 400"
700-800 Felucca,800,500,fel,"800, 500"
700-800 Felucca,800,600,fel,"800, 600"
700-800 Felucca,800,697,fel,"800, 700"
700-800 Felucca,800,800,fel,"800, 800"
700-800 Felucca,800,900,fel,"800, 900"
700-800 Felucca,800,1000,fel,"800, 1000"
700-800 Felucca,800,1100,fel,"800, 1100"
700-800 Felucca,800,1200,fel,"800, 1200"
700-800 Felucca,800,1300,fel,"800, 1300"
700-800 Felucca,800,1400,fel,"800, 1400"
700-800 Felucca,800,1500,fel,"800, 1500"
700-800 Felucca,800,1600,fel,"800, 1600"
700-800 Felucca,800,1700,fel,"800, 1700"
700-800 Felucca,800,1799,fel,"800, 1800"
700-800 Felucca,800,1900,fel,"800, 1900"
700-800 Felucca,800,2000,fel,"800, 2000"
700-800 Felucca,800,2103,fel,"800, 2100"
700-800 Felucca,800,2200,fel,"800, 2200"
700-800 Felucca,800,2300,fel,"800, 2300"
700-800 Felucca,801,2393,fel,"800, 2400"
1400 Trammel,1400,210,tra,"1400, 200"
1400 Trammel,1400,300,tra,"1400, 300"
1400 Trammel,1400,400,tra,"1400, 400"
1400 Trammel,1400,800,tra,"1400, 800"
1400 Trammel,1400,1100,tra,"1400, 1100"
1400 Trammel,1400,1300,tra,"1400, 1300"
1400 Trammel,1400,1400,tra,"1400, 1400"
1400 Trammel,1399,1500,tra,"1400, 1500"
